ID,Length,ATYPE,AB LINKCLASS,BA LINKCLASS,AM_AB_VMT,AM_BA_VMT,AM_AB_Spd,AM_BA_Spd,MD_AB_VMT,MD_BA_VMT,MD_AB_Spd,MD_BA_Spd,PM_AB_VMT,PM_BA_VMT,PM_AB_Spd,PM_BA_Spd,NT_AB_VMT,NT_BA_VMT,NT_AB_Spd,NT_BA_Spd
5622,0.255892,2,4,4,237.557505,322.367705,37.610926,17.728335,920.492918,1009.849116,37.823076,20.116835,410.730573,356.001368,34.852784,17.279869,428.216941,372.114401,39.461334,23.593491
5623,0.253083,2,3,3,833.131515,558.575764,31.865732,30.614665,2291.111187,2286.333264,35.610141,30.652094,783.39021,843.328334,33.181196,27.67342,874.061121,1136.628612,39.3469,33.767198
5624,0.257605,2,4,4,329.310376,295.918683,36.059741,18.697829,1307.604713,1220.158586,36.278848,18.685104,427.030734,470.145554,34.588368,14.000295,614.436101,631.161332,39.281737,23.311379
5629,0.242789,2,3,3,543.315518,805.882722,35.486435,26.929349,2208.042422,2211.915856,35.578349,30.418954,815.253006,760.846866,32.299864,28.119848,1097.635189,844.695731,39.146985,33.728158
5630,0.251025,2,3,3,827.714348,540.756108,31.846196,30.72949,2246.071832,2211.298769,35.690009,30.771154,757.847837,800.662709,33.434068,28.085658,880.457692,1150.162894,39.337939,33.713237
5631,0.24861,2,4,4,128.145989,144.700914,33.484735,17.294229,472.087069,497.766476,33.885479,18.654339,205.646101,187.98248,31.157762,15.306402,182.555515,181.798078,35.567306,21.887008
5632,0.298807,2,4,4,168.425566,166.959146,33.104373,19.139469,653.327188,659.087666,33.364494,19.474861,216.60465,253.829347,32.062649,15.40409,334.793327,325.960526,35.405197,23.191146
5640,0.256522,2,3,3,854.443659,568.920012,16.348703,35.54954,2330.896455,2299.74655,20.619164,35.676756,795.837255,829.433353,17.888493,32.719983,927.12992,1200.48423,24.663143,39.113325
5642,0.159492,2,3,3,212.08257,85.367272,28.85302,19.839514,535.70965,369.571989,30.512369,19.783886,145.096974,222.634131,30.397343,17.145755,181.479658,237.488212,31.555991,20.246707
5643,0.197505,2,3,3,210.591322,124.796854,37.335929,21.690559,588.548593,552.0412,38.507101,21.56881,153.420956,299.741729,38.477961,18.510846,202.505331,279.073314,39.584432,22.352714
5645,0.248355,2,4,4,50.033508,62.063957,31.401399,22.474841,237.898551,218.776158,31.293389,22.60525,129.767945,84.310218,29.92734,22.156254,91.048939,90.261592,31.718384,22.926673
