sourceTypeID,yearID,ageID,ageFraction
41,2055,10,0.039999434
41,2055,11,0.039271235
41,2055,12,0.03841614
41,2055,13,0.03716079
41,2055,14,0.035880518
41,2055,15,0.034582978
41,2055,16,0.033024556
41,2055,17,0.031635578
41,2055,18,0.030044751
41,2055,19,0.028539031
41,2055,20,0.026880091
41,2055,21,0.025226943
41,2055,22,0.023738086
41,2055,23,0.022248015
41,2055,24,0.020933009
41,2055,25,0.019946592
41,2055,26,0.018965206
41,2055,27,0.017824383
41,2055,28,0.016537117
41,2055,29,0.015019796
41,2055,30,0.024229296
42,2055,0,0.042200583
42,2055,1,0.041803877
42,2055,2,0.041410974
42,2055,3,0.041021636
42,2055,4,0.040636102
42,2055,5,0.039997966
42,2055,6,0.039067974
42,2055,7,0.038284706
42,2055,8,0.037300044
42,2055,9,0.036383675
42,2055,10,0.035589713
42,2055,11,0.034633151
42,2055,12,0.033644587
42,2055,13,0.032326
42,2055,14,0.031096777
42,2055,15,0.029846064
42,2055,16,0.028396599
42,2055,17,0.027058743
42,2055,18,0.025580087
42,2055,19,0.024157094
42,2055,20,0.022632442
42,2055,21,0.021211725
42,2055,22,0.019956506
42,2055,23,0.018643585
42,2055,24,0.017474371
42,2055,25,0.016572602
42,2055,26,0.015669446
42,2055,27,0.014649161
42,2055,28,0.013532483
42,2055,29,0.012280088
42,2055,30,0.126941239
43,2055,0,0.042200583
43,2055,1,0.042323251
43,2055,2,0.042439797
43,2055,3,0.042543891
43,2055,4,0.042632122
43,2055,5,0.042454432
43,2055,6,0.0420331
43,2055,7,0.041651149
43,2055,8,0.041002787
43,2055,9,0.040416445
43,2055,10,0.039871791
43,2055,11,0.039079241
43,2055,12,0.038194019
43,2055,13,0.036851676
43,2055,14,0.035633281
43,2055,15,0.034427539
43,2055,16,0.032943606
43,2055,17,0.031692247
43,2055,18,0.030251758
43,2055,19,0.028809655
43,2055,20,0.027047796
43,2055,21,0.025389883
43,2055,22,0.023961219
43,2055,23,0.022390779
43,2055,24,0.021035585
43,2055,25,0.02002472
43,2055,26,0.018986718
43,2055,27,0.017804674
43,2055,28,0.016491956
43,2055,29,0.015004679
43,2055,30,0.024409622
51,2055,0,0.043878053
51,2055,1,0.043805784
51,2055,2,0.043724358
51,2055,3,0.043624617
51,2055,4,0.043507407
51,2055,5,0.043070868
51,2055,6,0.042287691
51,2055,7,0.041767135
51,2055,8,0.040995327
51,2055,9,0.040184278
51,2055,10,0.039483888
51,2055,11,0.038456741
51,2055,12,0.037424106
51,2055,13,0.036077622
51,2055,14,0.03477826
51,2055,15,0.033399622
51,2055,16,0.031717782
51,2055,17,0.030295402
51,2055,18,0.02865363
51,2055,19,0.027601289
51,2055,20,0.026230035
51,2055,21,0.02485523
51,2055,22,0.023578001
51,2055,23,0.02226446
51,2055,24,0.021032877
51,2055,25,0.020055001
51,2055,26,0.019109365
51,2055,27,0.018007856
51,2055,28,0.016785107
51,2055,29,0.015396126
51,2055,30,0.027952082
52,2055,0,0.043878053
52,2055,1,0.043421494
52,2055,2,0.04296283
52,2055,3,0.042494368
52,2055,4,0.042016568
52,2055,5,0.041375183
52,2055,6,0.040418129
52,2055,7,0.039593633
52,2055,8,0.038508688
52,2055,9,0.037521315
52,2055,10,0.036589488
52,2055,11,0.035485831
52,2055,12,0.034296731
52,2055,13,0.032822992
52,2055,14,0.031519151
52,2055,15,0.030151483
52,2055,16,0.028437476
52,2055,17,0.026891274
52,2055,18,0.025432766
52,2055,19,0.024062326
52,2055,20,0.022666921
52,2055,21,0.02132155
52,2055,22,0.020095322
52,2055,23,0.018826588
52,2055,24,0.017678248
52,2055,25,0.016792476
52,2055,26,0.015914976
52,2055,27,0.014978038
52,2055,28,0.013911996
52,2055,29,0.01277349
52,2055,30,0.107160619
53,2055,0,0.043878053
53,2055,1,0.043421484
53,2055,2,0.042962825
53,2055,3,0.042494393
53,2055,4,0.042016558
53,2055,5,0.041375181
53,2055,6,0.040418129
53,2055,7,0.039593619
53,2055,8,0.038508702
53,2055,9,0.037521306
53,2055,10,0.036589478
53,2055,11,0.035485824
53,2055,12,0.034296725
53,2055,13,0.032822993
53,2055,14,0.031519174
53,2055,15,0.030151473
53,2055,16,0.028437482
53,2055,17,0.026891267
53,2055,18,0.025432757
53,2055,19,0.02406232
53,2055,20,0.022666927
53,2055,21,0.021321567
53,2055,22,0.020095323
53,2055,23,0.018826589
53,2055,24,0.017678243
53,2055,25,0.016792473
53,2055,26,0.015914984
53,2055,27,0.01497804
53,2055,28,0.013911989
53,2055,29,0.012773505
53,2055,30,0.107160615
54,2055,0,0.043878053
54,2055,1,0.04384836
54,2055,2,0.043811754
54,2055,3,0.043762833
54,2055,4,0.043690105
54,2055,5,0.043283503
54,2055,6,0.042545835
54,2055,7,0.041976101
54,2055,8,0.041352694
54,2055,9,0.040658178
54,2055,10,0.039892607
54,2055,11,0.038938958
54,2055,12,0.038009385
54,2055,13,0.036607772
54,2055,14,0.035184805
54,2055,15,0.033786673
54,2055,16,0.032048124
54,2055,17,0.030428496
54,2055,18,0.028906115
54,2055,19,0.027589002
54,2055,20,0.026272815
54,2055,21,0.024986186
54,2055,22,0.023926572
54,2055,23,0.02275324
54,2055,24,0.021633632
54,2055,25,0.020744829
54,2055,26,0.01997705
54,2055,27,0.019106089
54,2055,28,0.017977565
54,2055,29,0.01669438
54,2055,30,0.015728288
61,2055,0,0.03839596
61,2055,1,0.038724843
61,2055,2,0.039062306
61,2055,3,0.039403994
61,2055,4,0.039738213
61,2055,5,0.039758386
61,2055,6,0.039405706
61,2055,7,0.039159259
61,2055,8,0.038525995
61,2055,9,0.038067491
61,2055,10,0.038071107
61,2055,11,0.037776657
61,2055,12,0.037095037
61,2055,13,0.035837112
61,2055,14,0.034707838
61,2055,15,0.033336477
61,2055,16,0.031729195
61,2055,17,0.030312594
61,2055,18,0.028666856
61,2055,19,0.027287846
61,2055,20,0.025674392
61,2055,21,0.024148814
61,2055,22,0.022685119
61,2055,23,0.021095534
61,2055,24,0.019728866
61,2055,25,0.018872728
61,2055,26,0.018103598
61,2055,27,0.017056894
61,2055,28,0.015722882
61,2055,29,0.014150612
61,2055,30,0.077697686
62,2055,0,0.03839596
62,2055,1,0.038856132
62,2055,2,0.039320422
62,2055,3,0.039786454
62,2055,4,0.040243378
62,2055,5,0.040794086
62,2055,6,0.040847044
62,2055,7,0.041086917
62,2055,8,0.040496672
62,2055,9,0.039948297
62,2055,10,0.039860109
62,2055,11,0.039516757
62,2055,12,0.038774797
62,2055,13,0.037440099
62,2055,14,0.036274615
62,2055,15,0.034888013
62,2055,16,0.033274722
62,2055,17,0.031878967
62,2055,18,0.030210717
62,2055,19,0.028941919
62,2055,20,0.027281057
62,2055,21,0.025683109
62,2055,22,0.024119089
62,2055,23,0.022401788
62,2055,24,0.020920416
62,2055,25,0.019967058
62,2055,26,0.019108407
62,2055,27,0.017942358
62,2055,28,0.016449694
62,2055,29,0.01469827
62,2055,30,0.040592677
