"MOVESRunID","iterationID","yearID","monthID","dayID","hourID","stateID","countyID","zoneID","linkID","sourceTypeID","regClassID","fuelTypeID","fuelSubTypeID","modelYearID","roadTypeID","SCC","engTechID","sectorID","hpID","activityTypeID","activity","activityMean","activitySigma"
"1","1","2022","12","5",\N,"4","4019",\N,\N,"53",\N,\N,\N,\N,"1",\N,\N,\N,\N,"2","23068.9",\N,\N
"1","1","2022","12","5",\N,"4","4019",\N,\N,"52",\N,\N,\N,\N,"1",\N,\N,\N,\N,"2","532253",\N,\N
"1","1","2022","12","5",\N,"4","4019",\N,\N,"51",\N,\N,\N,\N,"1",\N,\N,\N,\N,"2","3720.28",\N,\N
"1","1","2022","12","5",\N,"4","4019",\N,\N,"43",\N,\N,\N,\N,"1",\N,\N,\N,\N,"2","30085.6",\N,\N
"1","1","2022","12","5",\N,"4","4019",\N,\N,"42",\N,\N,\N,\N,"1",\N,\N,\N,\N,"2","6445.27",\N,\N
"1","1","2022","12","5",\N,"4","4019",\N,\N,"41",\N,\N,\N,\N,"1",\N,\N,\N,\N,"2","19872.6",\N,\N
"1","1","2022","12","5",\N,"4","4019",\N,\N,"32",\N,\N,\N,\N,"1",\N,\N,\N,\N,"2","897613",\N,\N
"1","1","2022","12","5",\N,"4","4019",\N,\N,"31",\N,\N,\N,\N,"1",\N,\N,\N,\N,"2","7687910",\N,\N
"1","1","2022","12","5",\N,"4","4019",\N,\N,"21",\N,\N,\N,\N,"1",\N,\N,\N,\N,"2","6979650",\N,\N
"1","1","2022","12","5",\N,"4","4019",\N,\N,"11",\N,\N,\N,\N,"1",\N,\N,\N,\N,"2","566299",\N,\N
"1","1","2022","12","5",\N,"4","4019",\N,\N,"62",\N,\N,\N,\N,"5",\N,\N,\N,\N,"1","294666",\N,\N
"1","1","2022","12","5",\N,"4","4019",\N,\N,"61",\N,\N,\N,\N,"5",\N,\N,\N,\N,"1","117694",\N,\N
"1","1","2022","12","5",\N,"4","4019",\N,\N,"54",\N,\N,\N,\N,"5",\N,\N,\N,\N,"1","16851.2",\N,\N
"1","1","2022","12","5",\N,"4","4019",\N,\N,"53",\N,\N,\N,\N,"5",\N,\N,\N,\N,"1","32012",\N,\N
"1","1","2022","12","5",\N,"4","4019",\N,\N,"52",\N,\N,\N,\N,"5",\N,\N,\N,\N,"1","453015",\N,\N
"1","1","2022","12","5",\N,"4","4019",\N,\N,"51",\N,\N,\N,\N,"5",\N,\N,\N,\N,"1","4433.4",\N,\N
"1","1","2022","12","5",\N,"4","4019",\N,\N,"43",\N,\N,\N,\N,"5",\N,\N,\N,\N,"1","21748",\N,\N
"1","1","2022","12","5",\N,"4","4019",\N,\N,"42",\N,\N,\N,\N,"5",\N,\N,\N,\N,"1","15437.4",\N,\N
"1","1","2022","12","5",\N,"4","4019",\N,\N,"41",\N,\N,\N,\N,"5",\N,\N,\N,\N,"1","46886.2",\N,\N
"1","1","2022","12","5",\N,"4","4019",\N,\N,"32",\N,\N,\N,\N,"5",\N,\N,\N,\N,"1","929662",\N,\N
"1","1","2022","12","5",\N,"4","4019",\N,\N,"31",\N,\N,\N,\N,"5",\N,\N,\N,\N,"1","7364250",\N,\N
"1","1","2022","12","5",\N,"4","4019",\N,\N,"21",\N,\N,\N,\N,"5",\N,\N,\N,\N,"1","6663410",\N,\N
"1","1","2022","12","5",\N,"4","4019",\N,\N,"11",\N,\N,\N,\N,"5",\N,\N,\N,\N,"1","32862.1",\N,\N
"1","1","2022","12","5",\N,"4","4019",\N,\N,"62",\N,\N,\N,\N,"4",\N,\N,\N,\N,"1","252577",\N,\N
"1","1","2022","12","5",\N,"4","4019",\N,\N,"61",\N,\N,\N,\N,"4",\N,\N,\N,\N,"1","61995.9",\N,\N
"1","1","2022","12","5",\N,"4","4019",\N,\N,"54",\N,\N,\N,\N,"4",\N,\N,\N,\N,"1","5686.18",\N,\N
"1","1","2022","12","5",\N,"4","4019",\N,\N,"53",\N,\N,\N,\N,"4",\N,\N,\N,\N,"1","10923.9",\N,\N
"1","1","2022","12","5",\N,"4","4019",\N,\N,"52",\N,\N,\N,\N,"4",\N,\N,\N,\N,"1","169491",\N,\N
